접수일자,제작사,차명,모델년도
2025-10-28,현대자동차,GV80,2023
2025-10-28,기아,EV6,2022
2025-10-28,기아,K3,2018
2025-10-28,현대자동차,아이오닉5 (IONIQ5),2022
2025-10-28,르노코리아,SM5,2014
2025-10-28,기아,카니발,2021
2025-10-28,기아,니로 EV,2020
2025-10-28,현대자동차,싼타페(SANTAFE),2025
2025-10-28,현대자동차,투싼(TUCSON),2024
2025-10-28,현대자동차,GV80,2020
2025-10-28,메르세데스-벤츠,GLA220,2019
2025-10-28,기아,쏘렌토,2021
2025-10-28,기아,쏘렌토,2021
2025-10-28,현대자동차,팰리세이드(PALISADE),2023
2025-10-28,테슬라코리아,Model 3 Long Range,2021
2025-10-28,현대자동차,그랜저(GRANDEUR),2016
2025-10-28,기아,쏘렌토 하이브리드,2023
2025-10-28,기아,카니발,2021
2025-10-28,현대자동차,투싼 하이브리드(TUCSON HYBRID),2024
2025-10-28,BMW,BMW iX3 M Sport,2023
2025-10-28,현대자동차,포터Ⅱ (PORTERⅡ),2022
2025-10-28,현대자동차,그랜저(GRANDEUR),2018
2025-10-28,르노코리아,ARKANA 하이브리드,2025
2025-10-28,현대자동차,그랜저(GRANDEUR),2021
2025-10-28,현대자동차,아반떼(AVANTE),2017
2025-10-28,현대자동차,그랜저(GRANDEUR),2020
2025-10-28,BMW,BMW 330i,2018
2025-10-28,현대자동차,투싼 하이브리드(TUCSON HYBRID),2025
2025-10-28,현대자동차,아반떼(AVANTE),2021
2025-10-28,기아,쏘렌토 하이브리드,2022
2025-10-28,재규어랜드로버코리아,디스커버리 TD6,2018
2025-10-28,현대자동차,GV80,2020
2025-10-28,기아,카니발,2024
2025-10-28,케이지모빌리티(KGMobilityCorp),렉스턴스포츠 칸 쿨멘,2024
2025-10-28,현대자동차,투싼 하이브리드(TUCSON HYBRID),2025
2025-10-28,현대자동차,그랜저(GRANDEUR),2020
2025-10-28,기아,K7,2020
2025-10-28,현대자동차,아이오닉5 (IONIQ5),2025
2025-10-28,현대자동차,쏘나타(SONATA),2021
2025-10-28,케이지모빌리티(KGMobilityCorp),토레스 EVX,2025
2025-10-28,현대자동차,그랜저(GRANDEUR),2021
2025-10-28,현대자동차,넥쏘 (NEXO) 수소전기차,2022
2025-10-28,기아,카니발,2024
2025-10-28,현대자동차,아이오닉5 (IONIQ5),2025
2025-10-28,현대자동차,넥쏘 (NEXO) 수소전기차,2020
2025-10-28,테슬라코리아,Model 3 Long Range,2022
2025-10-28,현대자동차,그랜저(GRANDEUR),2020
2025-10-28,기아,셀토스,2024
2025-10-29,르노코리아,XM3,2020
2025-10-29,현대자동차,그랜저(GRANDEUR),2020
2025-10-29,현대자동차,그랜저(GRANDEUR),2020
2025-10-29,한국지엠,캡티바 2.0 디젤,2017
2025-10-29,현대자동차,그랜저(GRANDEUR),2020
2025-10-29,기아,카니발,2024
2025-10-29,현대자동차,아반떼(AVANTE),2021
2025-10-29,테슬라코리아,Model 3 Standard Range Plus RWD,2020
2025-10-29,테슬라코리아,Model Y Long Range,2021
2025-10-29,현대자동차,메가트럭,2021
2025-10-29,기아,K7,2012
2025-10-29,기아,K5,2022
2025-10-29,기아,EV3,2025
2025-10-29,혼다코리아,CBR600R3,2025
2025-10-29,케이지모빌리티(KGMobilityCorp),G4 렉스턴,2020
2025-10-29,현대자동차,투싼 하이브리드(TUCSON HYBRID),2025
2025-10-29,르노코리아,QM6,2017
2025-10-29,현대자동차,그랜저(GRANDEUR),2020
2025-10-29,현대자동차,아반떼(AVANTE),2021
2025-10-29,현대자동차,넥쏘 (NEXO) 수소전기차,2019
2025-10-29,현대자동차,쏘나타(SONATA),2013
2025-10-29,기아,K5 하이브리드,2020
2025-10-29,폭스바겐그룹,Q5 2.0 TDI quattro,2011
2025-10-29,르노코리아,QM6,2019
2025-10-29,기아,K5,2022
2025-10-29,폭스바겐그룹,Tiguan 2.0TDI,2023
2025-10-29,케이지모빌리티(KGMobilityCorp),G4 렉스턴,2020
2025-10-29,현대자동차,넥쏘 (NEXO) 수소전기차,2022
2025-10-29,기아,쏘렌토,2019
2025-10-29,기아,쏘렌토 하이브리드,2025
2025-10-29,현대자동차,투싼 하이브리드(TUCSON HYBRID),2024
2025-10-29,기아,쏘렌토 하이브리드,2022
2025-10-29,BMW,BMW 520d,2017
2025-10-29,현대자동차,그랜저(GRANDEUR),2020
2025-10-29,기아,스포티지 하이브리드,2024
2025-10-29,현대자동차,G80,2026
2025-10-29,재규어랜드로버코리아,레인지로버 4.4D,2015
2025-10-30,현대자동차,쏘나타 (SONATA) 하이브리드,2012
2025-10-30,한국지엠,트레일블레이저 1.35 TURBO FWD,2022
2025-10-30,현대자동차,싼타페(SANTAFE),2025
2025-10-30,르노코리아,QM6,2019
2025-10-30,한국닛산,LEAF,2019
2025-10-30,BMW,BMW 520d,2012
2025-10-30,현대자동차,아반떼(AVANTE),2021
2025-10-30,현대자동차,아반떼(AVANTE),2021
2025-10-30,르노코리아,SM3,2013
2025-10-30,기아,쏘렌토 하이브리드,2021
2025-10-30,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-10-30,르노코리아,QM3,2014
2025-10-30,현대자동차,넥쏘 (NEXO) 수소전기차,2021
2025-10-30,메르세데스-벤츠,Mercedes-Benz GLB250 4MATIC,2021
2025-10-30,메르세데스-벤츠,Mercedes-Benz GLB250 4MATIC,2021
2025-10-30,BMW,BMW i5 xDrive40,2025
2025-10-30,폭스바겐그룹,Q5 2.0 TDI quattro,2012
2025-10-30,현대자동차,투싼 하이브리드(TUCSON HYBRID),2024
2025-10-30,현대자동차,G80,2025
2025-10-30,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-10-30,기아,K7,2020
2025-10-30,르노코리아,MASTER,2020
2025-10-30,폭스바겐그룹,A6 40 TDI,2020
2025-10-30,현대자동차,투싼(TUCSON),2025
2025-10-30,한국토요타자동차,렉서스 ES300h,2023
2025-10-30,BMW,BMW 520d xDrive,2018
2025-10-30,한국지엠,올란도 1.6 디젤,2016
2025-10-30,혼다코리아,CBR600R3,2025
2025-10-30,현대자동차,아이오닉5(IONIQ5),2023
2025-10-30,폭스바겐그룹,Q4 Sportback e-tron 40,2022
2025-10-30,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2024
2025-10-30,현대자동차,아이오닉5 (IONIQ5),2023
2025-10-30,한불모터스,Peugeot e-2008 SUV,2022
2025-10-30,현대자동차,G90,2022
2025-10-31,기아,쏘렌토 하이브리드,2022
2025-10-31,현대자동차,팰리세이드(PALISADE),2023
2025-10-31,현대자동차,아반떼(AVANTE),2021
2025-10-31,메르세데스-벤츠,Mercedes-Benz A220 Sedan,2021
2025-10-31,현대자동차,GV70,2025
2025-10-31,BMW,BMW 520d xDrive,2017
2025-10-31,현대자동차,투싼 하이브리드(TUCSON HYBRID),2025
2025-10-31,기아,K7,2020
2025-10-31,현대자동차,아반떼(AVANTE),2021
2025-10-31,케이지모빌리티(KGMobilityCorp),렉스턴,2021
2025-10-31,폭스바겐그룹,Tiguan 2.0 TDI,2020
2025-10-31,현대자동차,그랜저(GRANDEUR),2020
2025-10-31,기아,카니발,2019
2025-10-31,BMW,BMW 630i xDrive M Sport Package,2020
2025-10-31,혼다코리아,ACCORD HYBRID,2019
2025-10-31,폭스바겐그룹,A7 55 TFSI quattro,2020
2025-10-31,한국지엠,트레일블레이저 1.35 TURBO FWD,2022
2025-10-31,한국지엠,트레일블레이저 1.35 TURBO FWD,2022
2025-10-31,현대자동차,투싼(TUCSON),2026
2025-10-31,현대자동차,투싼 하이브리드(TUCSON HYBRID),2023
2025-10-31,기아,쏘렌토 하이브리드,2022
2025-10-31,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-10-31,현대자동차,아이오닉6 (IONIQ6),2023
2025-10-31,테슬라코리아,Model Y Long Range,2021
2025-10-31,현대자동차,아반떼(AVANTE),2016
2025-10-31,메르세데스-벤츠,Mercedes-Benz EQB300 4MATIC,2023
2025-10-31,케이지모빌리티(KGMobilityCorp),티볼리,2020
2025-11-03,기아,쏘렌토,2021
2025-11-03,기아,K5 하이브리드,2023
2025-11-03,기아,K5,2022
2025-11-03,현대자동차,아이오닉6 (IONIQ6),2023
2025-11-03,기아,쏘렌토 하이브리드,2022
2025-11-03,기아,카니발,2021
2025-11-03,기아,카니발,2022
2025-11-03,기아,쏘렌토,2021
2025-11-03,폭스바겐그룹,A6 3.0 TDI quattro,2013
2025-11-03,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-03,현대자동차,팰리세이드(PALISADE),2020
2025-11-03,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-03,기아,EV4,2026
2025-11-03,현대자동차,팰리세이드(PALISADE),2024
2025-11-03,기아,쏘렌토 하이브리드,2021
2025-11-03,현대자동차,G80,2022
2025-11-03,현대자동차,아반떼(AVANTE),2021
2025-11-03,기아,셀토스,2023
2025-11-03,르노코리아,SM6,2021
2025-11-03,BMW,BMW X3 xDrive20i,2023
2025-11-03,BMW,BMW 320d xDrive,2015
2025-11-03,폭스바겐그룹,Q4 e-tron 40,2022
2025-11-03,기아,카니발 하이브리드,2024
2025-11-03,현대자동차,G80,2022
2025-11-03,기아,K5,2025
2025-11-03,기아,쏘렌토,2016
2025-11-03,현대자동차,쏘나타(SONATA),2020
2025-11-03,혼다코리아,CBR600R3,2025
2025-11-03,현대자동차,GV80,2022
2025-11-03,케이지모빌리티(KGMobilityCorp),토레스,2024
2025-11-03,현대자동차,아이오닉5 (IONIQ5),2022
2025-11-03,기아,스포티지,2025
2025-11-03,BMW,BMW X6 xDrive30d,2022
2025-11-03,메르세데스-벤츠,Mercedes-AMG C43 4Matic,2019
2025-11-03,현대자동차,그랜저(GRANDEUR),2020
2025-11-03,케이지모빌리티(KGMobilityCorp),렉스턴,2023
2025-11-03,기아,EV3,2026
2025-11-03,기아,쏘렌토 하이브리드,2022
2025-11-03,기아,K7 하이브리드,2020
2025-11-03,메르세데스-벤츠,벤츠 E350 4Matic,2020
2025-11-03,기아,쏘렌토,2020
2025-11-03,테슬라코리아,Model Y Long Range,2021
2025-11-04,미상,그랜저,2023
2025-11-04,현대자동차,포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2023
2025-11-04,현대자동차,쏘나타 (SONATA) 하이브리드,2012
2025-11-04,재규어랜드로버코리아,디스커버리 TD6,2019
2025-11-04,현대자동차,팰리세이드 하이브리드(PALISADE HYBRID),2026
2025-11-04,현대자동차,제네시스(GENESIS),2010
2025-11-04,현대자동차,넥쏘 (NEXO) 수소전기차,2019
2025-11-04,르노코리아,KOLEOS Hybrid(콜레오스 하이브리드),2025
2025-11-04,메르세데스-벤츠,Mercedes-Benz E 300 4MATIC,2020
2025-11-04,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2022
2025-11-04,스텔란티스코리아,Peugeot e-2008 SUV,2023
2025-11-04,제이스모빌리티,이티밴 미니,2024
2025-11-04,메르세데스-벤츠,벤츠 E350 4Matic,2020
2025-11-04,현대자동차,코나 하이브리드(KONA HYBRID),2026
2025-11-04,기아,쏘렌토,2021
2025-11-04,테슬라코리아,Model Y Long Range,2021
2025-11-04,혼다코리아,CBR600R3,2025
2025-11-04,현대자동차,투싼 하이브리드(TUCSON HYBRID),2021
2025-11-04,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2025
2025-11-04,현대자동차,아반떼(AVANTE),2019
2025-11-04,기아,카니발,2022
2025-11-04,기아,K5,2025
2025-11-04,폭스바겐그룹,Q5 45 TDI quattro,2015
2025-11-04,기아,스포티지 하이브리드,2023
2025-11-04,기아,카니발,2025
2025-11-04,기아,쏘렌토 하이브리드,2022
2025-11-04,기아,K7,2020
2025-11-04,한국닛산,LEAF,2019
2025-11-04,한국지엠,CHEVROLET TRAVERSE AWD,2022
2025-11-04,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-04,기아,카니발,2021
2025-11-04,폭스바겐그룹,Q5 45 TDI quattro,2015
2025-11-04,현대자동차,그랜저(GRANDEUR),2025
2025-11-04,케이지모빌리티(KGMobilityCorp),토레스 EVX,2024
2025-11-04,기아,쏘렌토,2018
2025-11-04,케이지모빌리티(KGMobilityCorp),렉스턴스포츠 칸,2021
2025-11-05,포드,Lincoln Navigator 3.5,2021
2025-11-05,기아,K7,2021
2025-11-05,혼다코리아,CBR600R3,2025
2025-11-05,현대자동차,쏘나타(SONATA),2020
2025-11-05,현대자동차,아반떼 (AVANTE),2014
2025-11-05,테슬라코리아,Model Y Standard Range,2021
2025-11-05,기아,K5,2015
2025-11-05,현대자동차,그랜저(GRANDEUR),2022
2025-11-05,기아,K5 하이브리드,2025
2025-11-05,폭스바겐그룹,Arteon 2.0 TDI,2019
2025-11-05,현대자동차,아이오닉5 (IONIQ5),2022
2025-11-05,한국지엠,올란도 2.0 디젤,2015
2025-11-05,현대자동차,넥쏘 (NEXO) 수소전기차,2021
2025-11-05,폭스바겐그룹,Passat 2.0 TSI,2018
2025-11-05,현대자동차,투싼 하이브리드(TUCSON HYBRID),2021
2025-11-05,현대자동차,그랜저(GRANDEUR),2020
2025-11-05,메르세데스-벤츠,Mercedes-Benz E250,2023
2025-11-05,테슬라코리아,Model 3 Long Range,2022
2025-11-05,폭스바겐그룹,Tiguan Allspace 2.0 TDI,2020
2025-11-05,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2024
2025-11-05,혼다코리아,CBR600R3,2025
2025-11-05,현대자동차,그랜저(GRANDEUR),2020
2025-11-05,혼다코리아,CBR600R3,2025
2025-11-05,기아,스팅어,2021
2025-11-05,BMW,BMW 520i,2022
2025-11-05,케이지모빌리티(KGMobilityCorp),토레스 EVX,2024
2025-11-05,혼다코리아,CBR600R3,2025
2025-11-05,기아,스포티지,2017
2025-11-05,현대자동차,GV80,2024
2025-11-05,포드,Explorer 2.3,2020
2025-11-05,기아,쏘렌토,2021
2025-11-05,기아,셀토스,2020
2025-11-05,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-05,BMW,BMW 320i,2022
2025-11-05,현대자동차,넥쏘 (NEXO) 수소전기차,2021
2025-11-05,혼다코리아,CBR600R3,2025
2025-11-05,기아,K5 하이브리드,2021
2025-11-05,현대자동차,아반떼(AVANTE),2021
2025-11-05,현대자동차,아이오닉5 (IONIQ5),2023
2025-11-05,현대자동차,싼타페(SANTAFE),2024
2025-11-05,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-05,현대자동차,싼타페(SANTAFE),2014
2025-11-05,현대자동차,G80,2021
2025-11-05,기아,K7 하이브리드,2021
2025-11-05,한국지엠,올란도 2.0 LPG,2014
2025-11-05,현대자동차,쏘나타(SONATA),2020
2025-11-06,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-06,현대자동차,아이오닉5(IONIQ5),2022
2025-11-06,테슬라코리아,Model Y Standard Range,2021
2025-11-06,기아,쏘렌토 하이브리드,2026
2025-11-06,기아,카니발 하이리무진,2019
2025-11-06,포르쉐코리아,마칸 4S,2025
2025-11-06,스텔란티스코리아,Peugeot e-208,2022
2025-11-06,현대자동차,아반떼(AVANTE),2017
2025-11-06,르노코리아,SM6,2023
2025-11-06,한국지엠,트레일블레이저 1.35 TURBO FWD,2022
2025-11-06,폭스바겐그룹,Jetta 1.4 TSI,2020
2025-11-06,현대자동차,GV80,2024
2025-11-06,폭스바겐그룹,A6 45 TDI quattro,2021
2025-11-06,혼다코리아,CBR600R3,2025
2025-11-06,기아,K5,2020
2025-11-06,혼다코리아,CBR600R3,2025
2025-11-06,혼다코리아,CBR600R3,2025
2025-11-06,한국지엠,올란도 2.0 LPG,2013
2025-11-06,BMW,BMW 530i,2018
2025-11-06,현대자동차,아반떼(AVANTE),2021
2025-11-06,기아,K5,2024
2025-11-06,BMW,BMW 118d,2016
2025-11-06,한국지엠,올란도 2.0 LPG,2013
2025-11-06,폭스바겐그룹,A3 40 TFSI,2018
2025-11-06,한불모터스,Peugeot 3008 1.6 BlueHDi,2019
2025-11-06,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-06,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2024
2025-11-06,현대자동차,아반떼(AVANTE),2021
2025-11-06,현대자동차,투싼 하이브리드(TUCSON HYBRID),2021
2025-11-06,기아,카니발,2016
2025-11-06,기아,니로 플러스,2023
2025-11-06,기아,쏘렌토 하이브리드,2021
2025-11-06,BMW,BMW X3 xDrive20d,2014
2025-11-06,현대자동차,넥쏘 (NEXO) 수소전기차,2019
2025-11-07,현대자동차,아이오닉5 (IONIQ5),2024
2025-11-07,기아,모닝,2018
2025-11-07,현대자동차,스타리아 (STARIA),2023
2025-11-07,기아,K5,2023
2025-11-07,현대자동차,포터Ⅱ (PORTERⅡ),2025
2025-11-07,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2024
2025-11-07,기아,카니발 하이리무진,2019
2025-11-07,기아,K5,2023
2025-11-07,BMW,BMW 320i,2022
2025-11-07,메르세데스-벤츠,Mercedes-Benz C200,2020
2025-11-07,현대자동차,그랜저(GRANDEUR),2019
2025-11-07,BMW,BMW X5 xDrive30d xLine,2019
2025-11-07,BMW,BMW i5 eDrive40,2025
2025-11-07,폭스바겐그룹,A6 45 TFSI,2023
2025-11-07,현대자동차,G80,2024
2025-11-07,BMW,BMW 520d,2017
2025-11-07,현대자동차,아이오닉6 (IONIQ6),2026
2025-11-07,BMW,BMW 520d,2017
2025-11-07,현대자동차,아반떼(AVANTE),2018
2025-11-07,폭스바겐그룹,Arteon 2.0 TDI,2020
2025-11-07,현대자동차,아반떼(AVANTE),2016
2025-11-07,현대자동차,아반떼(AVANTE),2021
2025-11-07,기아,EV5,2026
2025-11-07,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-07,메르세데스-벤츠,E200 Cabriolet,2014
2025-11-07,현대자동차,G80,2025
2025-11-07,현대자동차,팰리세이드(PALISADE),2021
2025-11-07,기아,셀토스,2020
2025-11-07,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-07,혼다코리아,CBR600R3,2025
2025-11-07,혼다코리아,CBR600R3,2025
2025-11-07,기아,쏘렌토 하이브리드,2021
2025-11-07,현대자동차,아이오닉6 (IONIQ6),2026
2025-11-07,현대자동차,그랜저(GRANDEUR),2021
2025-11-07,기아,스포티지,2023
2025-11-07,혼다코리아,CBR600R3,2025
2025-11-07,현대자동차,그랜저(GRANDEUR),2021
2025-11-07,기아,K5,2020
2025-11-07,기아,K5 하이브리드,2015
2025-11-07,현대자동차,G80,2021
2025-11-07,기아,카니발,2021
2025-11-07,현대자동차,그랜저(GRANDEUR),2021
2025-11-07,폭스바겐그룹,A3 40 TFSI,2018
2025-11-10,BMW,BMW 530i,2018
2025-11-10,기아,EV6,2022
2025-11-10,기아,EV6,2023
2025-11-10,기아,카니발 리무진,2023
2025-11-10,BMW,BMW X4 xDrive20i,2025
2025-11-10,현대자동차,포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2020
2025-11-10,기아,카니발 하이브리드,2024
2025-11-10,기아,카니발 리무진,2019
2025-11-10,현대자동차,팰리세이드 하이브리드(PALISADE HYBRID),2026
2025-11-10,기아,K7,2015
2025-11-10,한국토요타자동차,토요타 Camry Hybrid LE,2019
2025-11-10,기아,카니발,2019
2025-11-10,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2026
2025-11-10,메르세데스-벤츠,E300 4Matic,2017
2025-11-10,현대자동차,아이오닉6 (IONIQ6),2023
2025-11-10,현대자동차,아이오닉 9 (IONIQ 9),2025
2025-11-10,현대자동차,쏘나타 하이브리드(SONATA HYBRID),2016
2025-11-10,한국토미,토미엑시언트16톤윙바디,2023
2025-11-10,폭스바겐그룹,A7 55 TFSI quattro,2020
2025-11-10,기아,K5,2023
2025-11-10,기아,K5 하이브리드,2022
2025-11-10,BMW,BMW 420i Convertible,2025
2025-11-10,기아,K5 하이브리드,2022
2025-11-10,기아,K5,2022
2025-11-10,포르쉐코리아,타이칸 4 (5인승),2026
2025-11-10,현대자동차,그랜저 하이브리드,2019
2025-11-10,현대자동차,팰리세이드(PALISADE),2021
2025-11-10,기아,K5 하이브리드,2024
2025-11-10,기아,EV6,2022
2025-11-10,BMW,BMW 520i,2018
2025-11-10,기아,K5 하이브리드,2023
2025-11-10,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2022
2025-11-10,기아,K7,2020
2025-11-10,현대자동차,아반떼(AVANTE),2021
2025-11-10,현대자동차,아반떼(AVANTE),2018
2025-11-10,기아,포르테,2011
2025-11-10,BMW,BMW 520d,2018
2025-11-10,기아,카니발 하이리무진,2016
2025-11-10,혼다코리아,CBR600R3,2025
2025-11-10,폭스바겐그룹,Q4 40 e-tron,2023
2025-11-10,기아,쏘렌토 하이브리드,2021
2025-11-10,혼다코리아,WW125A,2025
2025-11-10,기아,카니발,2019
2025-11-11,기아,K5,2020
2025-11-11,기아,K5 하이브리드,2022
2025-11-11,기아,K5,2024
2025-11-11,현대자동차,아반떼(AVANTE),2021
2025-11-11,기아,K5 하이브리드,2023
2025-11-11,기아,K5,2026
2025-11-11,기아,K5,2022
2025-11-11,GS글로벌,T4K,2024
2025-11-11,기아,EV6,2022
2025-11-11,기아,K5,2022
2025-11-11,혼다코리아,CBR600R3,2025
2025-11-11,한국닛산,LEAF,2019
2025-11-11,기아,K5 하이브리드,2024
2025-11-11,기아,K5 하이브리드,2022
2025-11-11,기아,K7,2020
2025-11-11,현대자동차,아이오닉5 (IONIQ5),2022
2025-11-11,기아,K5,2021
2025-11-11,기아,K5 하이브리드,2020
2025-11-11,혼다코리아,CBR600R3,2025
2025-11-11,기아,K5,2024
2025-11-11,기아,K5 하이브리드,2020
2025-11-11,현대자동차,넥쏘 (NEXO) 수소전기차,2023
2025-11-11,현대자동차,그랜저(GRANDEUR),2022
2025-11-11,기아,K5,2020
2025-11-11,기아,K5,2024
2025-11-11,기아,K5,2020
2025-11-11,기아,쏘렌토,2019
2025-11-11,기아,K5,2020
2025-11-11,기아,K5 하이브리드,2022
2025-11-11,기아,K5 하이브리드,2023
2025-11-11,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-11,현대자동차,싼타페 하이브리드(SANTAFE HYBRID),2025
2025-11-11,기아,니로 플러스,2023
2025-11-11,기아,쏘렌토 하이브리드,2022
2025-11-11,BMW,BMW 118d Sport,2020
2025-11-11,메르세데스-벤츠,Mercedes-AMG CLA45 4Matic,2017
2025-11-11,폭스바겐그룹,A7 55 TFSI quattro,2020
2025-11-11,기아,카니발,2024
2025-11-11,폭스바겐그룹,Tiguan 2.0TDI,2022
2025-11-11,현대자동차,그랜저(GRANDEUR),2020
2025-11-11,기아,스포티지,2025
2025-11-11,현대자동차,아이오닉6 (IONIQ6),2023
2025-11-11,기아,쏘렌토 하이브리드,2022
2025-11-11,메르세데스-벤츠,E220 d 4Matic,2017
2025-11-11,현대자동차,아이오닉5 (IONIQ5),2023
2025-11-11,현대자동차,그랜저 하이브리드 (GRANDEUR HYBRID),2016
2025-11-11,현대자동차,GV80,2020
2025-11-11,기아,K7,2018
2025-11-11,기아,카니발,2021
2025-11-11,현대자동차,그랜저(GRANDEUR),2022
2025-11-11,메르세데스-벤츠,SLK200,2012
2025-11-11,현대자동차,싼타페(SANTAFE),2024
2025-11-11,기아,쏘렌토 하이브리드,2022
2025-11-11,기아,EV9,2024
2025-11-11,BMW,MINI Cooper five-door,2016
2025-11-11,기아,니로 하이브리드,2026
2025-11-11,메르세데스-벤츠,E220 d,2017
2025-11-12,현대자동차,넥쏘 (NEXO) 수소전기차,2022
2025-11-12,현대자동차,포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2021
2025-11-12,기아,봉고Ⅲ 윙바디,2024
2025-11-12,BMW,BMW 528i xDrive,2016
2025-11-12,기아,K5,2020
2025-11-12,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2021
2025-11-12,기아,K5,2020
2025-11-12,현대자동차,그랜저(GRANDEUR),2020
2025-11-12,제이스모빌리티,이티밴,2023
2025-11-12,기아,카니발,2021
2025-11-12,기아,K5 하이브리드,2021
2025-11-12,기아,K5,2020
2025-11-12,기아,K5 하이브리드,2024
2025-11-12,기아,EV6,2022
2025-11-12,기아,K5,2022
2025-11-12,현대자동차,그랜저 하이브리드(GRANDEUR HYBRID),2025
2025-11-12,BMW,BMW X3 xDrive20d M Sport Package,2018
2025-11-12,기아,K5,2020
2025-11-12,기아,쏘렌토,2017
2025-11-12,기아,K5,2024
2025-11-12,기아,K5 하이브리드,2024
2025-11-12,기아,K5,2020
2025-11-12,기아,K5,2022
2025-11-12,르노코리아,QM3,2015
2025-11-12,폭스바겐그룹,A4 2.0 TFSI,2010
2025-11-12,기아,EV9,2024
2025-11-12,기아,K5,2021
2025-11-12,기아,K5,2021
2025-11-12,기아,K5 하이브리드,2025
2025-11-12,현대자동차,싼타페(SANTAFE),2024
2025-11-12,기아,K5,2022
2025-11-12,기아,K5,2020
2025-11-12,현대자동차,아반떼(AVANTE),2016
2025-11-12,기아,K5,2021
2025-11-12,폭스바겐그룹,Golf 2.0 TDI BMT,2016
2025-11-12,기아,K5 하이브리드,2020
2025-11-12,기아,K5,2025
2025-11-12,기아,K5,2020
2025-11-12,기아,K5,2020
2025-11-12,기아,K5 하이브리드,2020
2025-11-12,기아,K5,2023
2025-11-12,기아,K5,2022
2025-11-12,기아,K5,2023
2025-11-12,기아,K5,2020
2025-11-12,재규어랜드로버코리아,디스커버리4 3.0D,2016
2025-11-13,미상,스타리아(US),
2025-11-13,메르세데스-벤츠,Mercedes-Benz EQS450 +,2022
2025-11-13,현대자동차,그랜저 하이브리드,2019
2025-11-13,르노코리아,QM6,2020
2025-11-13,BMW,BMW 520i,2023
2025-11-13,기아,K5,2025
2025-11-13,기아,K5,2024
2025-11-13,BMW,BMW 520d,2018
2025-11-13,르노코리아,QM6,2020
2025-11-13,혼다코리아,CBR600R3,2025
2025-11-13,르노코리아,QM6,2022
2025-11-13,한국지엠,캡티바 2.0D 디젤,2013
2025-11-13,혼다코리아,CBR600R3,2025
2025-11-13,르노코리아,QM6,2017
2025-11-13,현대자동차,ST1,2025
2025-11-13,기아,K5,2020
2025-11-13,기아,K5,2020
2025-11-13,르노코리아,QM6,2017
2025-11-13,르노코리아,QM6,2017
2025-11-13,르노코리아,QM6,2020
2025-11-13,혼다코리아,CBR600R3,2025
2025-11-13,기아,니로 하이브리드,2017
2025-11-13,르노코리아,QM6,2021
2025-11-13,현대자동차,팰리세이드 하이브리드(PALISADE HYBRID),2026
2025-11-13,한불모터스,Citroen C4 Cactus 1.5 BlueHDi,2019
2025-11-13,현대자동차,그랜저(GRANDEUR),2020
2025-11-13,BMW,BMW 530e,2021
2025-11-13,르노코리아,QM6,2019
2025-11-13,르노코리아,QM6,2020
2025-11-13,현대자동차,아반떼(AVANTE),2021
2025-11-13,BMW,BMW X6 xDrive30d M Sport Package,2020
2025-11-13,르노코리아,QM6,2018
2025-11-13,르노코리아,QM6,2022
2025-11-13,르노코리아,QM6,2020
2025-11-13,르노코리아,QM6,2017
2025-11-13,기아,K5,2020
2025-11-13,기아,카니발 리무진,2021
2025-11-13,기아,K5,2020
2025-11-13,기아,K7,2018
2025-11-13,현대자동차,G80,2022
2025-11-13,기아,쏘렌토,2021
2025-11-13,혼다코리아,CBR600R3,2025
2025-11-14,케이지모빌리티(KGMobilityCorp),액티언 하이브리드,2026
2025-11-14,르노코리아,QM6,2019
2025-11-14,르노코리아,QM6,2020
2025-11-14,혼다코리아,CBR600R3,2025
2025-11-14,현대자동차,아이오닉5 (IONIQ5),2023
